ID,Sexo,Ciudad,Asistencia,Nota_Final,Situación_Laboral,Nivel_Educativo_Prev,Conectividad_Hogar,Rango_Etario,Estado_Académico
L-2025-3456,F,Mar del Plata,34,"7,35",Empleo informal,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3457,M,Lanús,35,"8,38",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-3458,F,La Matanza,37,"8,66",Empleo informal,Universitario incompleto,No,25 a 34,Aprobado
L-2025-3459,M,Lomas de Zamora,36,"9,42",Monotributista / independiente,Universitario incompleto,Si,18 a 24,Destacado
L-2025-3460,F,Lomas de Zamora,34,"3,40",Desempleado,Secundario completo,Si,55 y más,Desaprobado
L-2025-3461,M,Lanús,33,"7,59",Empleado en relación de dependencia,Universitario incompleto,Si,55 y más,Aprobado
L-2025-3462,M,Avellaneda,38,"7,62",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-3463,M,Mar del Plata,35,"5,12",Ama de casa / tareas de cuidado,Secundario completo,No,18 a 24,Desaprobado
L-2025-3464,F,Quilmes,34,"6,54",Monotributista / independiente,Secundario completo,Si,35 a 44,Aprobado
L-2025-3465,M,Avellaneda,38,"8,27",Empleado en relación de dependencia,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-3466,F,La Matanza,36,"4,46",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Destacado
L-2025-3467,F,La Matanza,37,"4,39",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3468,F,General San Martín,38,"8,28",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Aprobado
L-2025-3469,F,Mar del Plata,36,"8,90",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3470,M,Lomas de Zamora,35,"6,19",Trabajos esporádicos,Terciario en curso,Si,55 y más,Aprobado
L-2025-3471,M,Lanús,40,"6,74",Monotributista / independiente,Terciario en curso,No,45 a 54,Aprobado
L-2025-3472,F,Avellaneda,35,"6,96",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3473,F,Almirante Brown,37,"8,25",Monotributista / independiente,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3474,F,La Matanza,35,"6,44",Empleo informal,Secundario completo,Si,55 y más,Aprobado
L-2025-3475,M,Lanús,37,"7,83",Empleo informal,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3476,F,Avellaneda,36,"8,71",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3477,F,Almirante Brown,36,"6,31",Empleado en relación de dependencia,Secundario completo,Si,18 a 24,Aprobado
L-2025-3478,M,Quilmes,37,"10,00",Monotributista / independiente,Universitario incompleto,No,25 a 34,Destacado
L-2025-3479,F,La Matanza,34,"7,43",Monotributista / independiente,Secundario incompleto,Si,55 y más,Aprobado
L-2025-3480,M,Lanús,37,"6,72",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3481,M,Mar del Plata,34,"8,19",Desempleado,Primario completo,Si,45 a 54,Aprobado
L-2025-3482,F,Mar del Plata,35,"4,78",Monotributista / independiente,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3483,M,La Plata,21,"6,88",Empleado en relación de dependencia,Primario incompleto,Si,35 a 44,Aprobado
L-2025-3484,M,General San Martín,38,"7,23",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Aprobado
L-2025-3485,F,La Plata,35,"6,17",Monotributista / independiente,Terciario en curso,Si,18 a 24,Aprobado
L-2025-3486,F,Avellaneda,34,"7,37",Empleo informal,Secundario incompleto,No,35 a 44,Aprobado
L-2025-3487,F,La Matanza,31,"8,40",Desempleado,Secundario incompleto,No,25 a 34,Aprobado
L-2025-3488,F,Lomas de Zamora,32,"6,16",Ama de casa / tareas de cuidado,Terciario en curso,No,25 a 34,Aprobado
L-2025-3489,F,La Plata,34,"6,96",Empleado en relación de dependencia,Primario incompleto,Si,25 a 34,Destacado
L-2025-3490,M,Lanús,34,"6,35",Desempleado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3491,F,Avellaneda,35,"6,33",No declara,Secundario completo,No,18 a 24,Aprobado
L-2025-3492,M,La Plata,18,"4,46",Trabajos esporádicos,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3493,M,Quilmes,,"6,98",Empleo informal,Secundario completo,Si,45 a 54,Aprobado
L-2025-3494,F,La Matanza,37,"5,99",Monotributista / independiente,Universitario incompleto,Si,45 a 54,Desaprobado
L-2025-3495,F,Mar del Plata,34,"7,55",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-3496,F,Lanús,36,"5,65",Desempleado,Secundario incompleto,No,18 a 24,Desaprobado
L-2025-3497,M,La Matanza,33,"9,40",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Destacado
L-2025-3498,F,Mar del Plata,18,"9,14",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Destacado
L-2025-3499,M,Avellaneda,36,"4,46",Monotributista / independiente,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-3500,M,La Matanza,34,"7,42",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3501,M,Almirante Brown,36,"7,84",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3502,F,La Plata,38,"5,97",Empleo informal,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3503,F,La Plata,34,"5,58",Ama de casa / tareas de cuidado,Primario completo,Si,55 y más,Aprobado
L-2025-3504,F,Merlo,34,"7,83",Desempleado,Primario completo,No,25 a 34,Aprobado
L-2025-3505,M,Lomas de Zamora,37,"4,31",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3506,F,Lomas de Zamora,35,"8,33",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-3507,F,La Plata,36,"7,18",Empleo informal,Primario incompleto,Si,45 a 54,Aprobado
L-2025-3508,M,Quilmes,35,"7,38",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3509,M,Mar del Plata,36,"5,56",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Destacado
L-2025-3510,F,Mar del Plata,38,"8,47",Ama de casa / tareas de cuidado,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3511,F,La Plata,35,"8,22",Desempleado,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-3512,M,Lanús,32,"7,94",Empleado en relación de dependencia,Terciario en curso,Si,45 a 54,Aprobado
L-2025-3513,M,General San Martín,34,"6,15",Empleado en relación de dependencia,Secundario completo,No,18 a 24,Aprobado
L-2025-3514,M,Quilmes,20,"6,42",Ama de casa / tareas de cuidado,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-3515,F,Lomas de Zamora,31,"7,02",Empleo informal,Terciario en curso,Si,55 y más,Aprobado
L-2025-3516,F,La Matanza,17,"7,26",Trabajos esporádicos,Secundario completo,Si,35 a 44,Aprobado
L-2025-3517,M,La Plata,40,"8,28",Monotributista / independiente,Secundario completo,Si,45 a 54,Aprobado
L-2025-3518,F,Merlo,35,"7,25",Empleo informal,Terciario completo,No,18 a 24,Aprobado
L-2025-3519,F,La Plata,35,"7,69",Desempleado,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-3520,F,La Matanza,35,"7,50",Ama de casa / tareas de cuidado,Terciario en curso,Si,25 a 34,Aprobado
L-2025-3521,M,Quilmes,35,"8,24",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3522,F,La Plata,36,"4,86",Empleo informal,Universitario completo,Si,55 y más,Desaprobado
L-2025-3523,F,La Matanza,34,"7,83",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3524,M,La Plata,37,"8,64",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3525,M,Almirante Brown,33,"5,91",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3526,F,Mar del Plata,30,"9,36",Empleado en relación de dependencia,Terciario en curso,Si,25 a 34,Destacado
L-2025-3527,M,Merlo,36,"7,48",Empleo informal,Universitario incompleto,No,25 a 34,Aprobado
L-2025-3528,M,La Plata,37,"5,98",Empleo informal,Secundario completo,No,55 y más,Desaprobado
L-2025-3529,M,Lomas de Zamora,33,"8,97",Monotributista / independiente,Secundario completo,Si,18 a 24,Aprobado
L-2025-3530,M,Avellaneda,35,"7,94",Empleo informal,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3531,M,La Matanza,36,"7,66",Desempleado,Secundario incompleto,No,35 a 44,Aprobado
L-2025-3532,M,Avellaneda,33,"4,40",Empleo informal,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3533,M,General San Martín,38,"8,52",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-3534,F,Avellaneda,33,"9,23",Ama de casa / tareas de cuidado,Primario completo,Si,25 a 34,Destacado
L-2025-3535,F,Lomas de Zamora,38,"6,66",Empleado en relación de dependencia,Universitario incompleto,Si,35 a 44,Aprobado
L-2025-3536,F,La Matanza,35,"5,15",Ama de casa / tareas de cuidado,Secundario completo,Si,25 a 34,Desaprobado
L-2025-3537,M,La Matanza,18,"8,93",Empleado en relación de dependencia,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3538,F,Lanús,35,"6,94",Monotributista / independiente,Primario completo,Si,18 a 24,Aprobado
L-2025-3539,M,La Matanza,34,"10,00",Ama de casa / tareas de cuidado,Secundario incompleto,Si,45 a 54,Destacado
L-2025-3540,M,La Plata,37,"4,40",Desempleado,Secundario incompleto,Si,45 a 54,Destacado
L-2025-3541,M,Avellaneda,35,"6,20",Monotributista / independiente,Secundario incompleto,No,55 y más,Aprobado
L-2025-3542,F,Lomas de Zamora,34,"8,30",Ama de casa / tareas de cuidado,Terciario en curso,Si,45 a 54,Aprobado
L-2025-3543,M,General San Martín,33,"8,26",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Destacado
L-2025-3544,F,La Plata,37,"8,36",Empleado en relación de dependencia,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3545,F,La Matanza,35,"7,21",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-3546,F,La Plata,22,"3,68",Ama de casa / tareas de cuidado,Universitario incompleto,Si,18 a 24,Desaprobado
L-2025-3547,M,La Matanza,30,"9,15",Empleo informal,Secundario completo,No,45 a 54,Destacado
L-2025-3548,F,La Plata,36,"7,56",Empleo informal,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-3549,M,Mar del Plata,37,"6,56",Desempleado,Secundario incompleto,Si,18 a 24,Aprobado
L-2025-3550,F,La Plata,37,"8,74",Empleo informal,Primario completo,Si,25 a 34,Aprobado
L-2025-3551,F,Almirante Brown,38,"9,78",Desempleado,Terciario en curso,Si,45 a 54,Destacado
L-2025-3552,F,Mar del Plata,35,"7,97",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-3553,F,Lomas de Zamora,36,"6,56",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3554,F,La Plata,35,"4,29",Empleo informal,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3555,F,Quilmes,37,"7,37",Monotributista / independiente,Secundario completo,No,35 a 44,Aprobado
L-2025-3556,F,La Matanza,35,"6,30",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3557,F,Quilmes,33,"6,87",Empleado en relación de dependencia,Secundario incompleto,No,18 a 24,Aprobado
L-2025-3558,F,Almirante Brown,33,"7,98",Monotributista / independiente,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3559,M,Mar del Plata,37,"7,66",Empleo informal,Secundario completo,No,45 a 54,Aprobado
L-2025-3560,M,La Matanza,35,"8,17",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3561,F,Mar del Plata,35,"7,20",Empleo informal,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3562,M,Lanús,22,"7,04",Trabajos esporádicos,Secundario completo,Si,25 a 34,Aprobado
L-2025-3563,M,La Matanza,31,"7,98",Empleo informal,Terciario en curso,Si,25 a 34,Aprobado
L-2025-3564,M,La Matanza,18,"7,69",Ama de casa / tareas de cuidado,Universitario incompleto,Si,45 a 54,Aprobado
L-2025-3565,F,General San Martín,37,"7,65",Empleo informal,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3566,M,Almirante Brown,34,"6,73",Empleo informal,Secundario completo,No,18 a 24,Aprobado
L-2025-3567,M,Lanús,34,"6,45",Ama de casa / tareas de cuidado,Terciario en curso,Si,18 a 24,Aprobado
L-2025-3568,M,Merlo,17,"4,09",Trabajos esporádicos,Terciario completo,Si,35 a 44,Desaprobado
L-2025-3569,F,Quilmes,38,"8,15",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3570,F,General San Martín,36,"9,26",Empleo informal,Secundario completo,Si,25 a 34,Destacado
L-2025-3571,F,La Plata,33,"9,65",Monotributista / independiente,Terciario completo,Si,25 a 34,Destacado
L-2025-3572,F,La Matanza,34,"7,87",Monotributista / independiente,Secundario completo,No,25 a 34,Aprobado
L-2025-3573,F,La Plata,16,"5,60",Ama de casa / tareas de cuidado,Secundario completo,No,35 a 44,Desaprobado
L-2025-3574,M,Lanús,35,"9,14",Empleado en relación de dependencia,Primario completo,Si,45 a 54,Destacado
L-2025-3575,F,La Plata,38,"10,00",Desempleado,Secundario incompleto,No,25 a 34,Destacado
L-2025-3576,F,Quilmes,36,"6,74",Desempleado,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3577,F,Quilmes,35,"8,40",Desempleado,Secundario completo,Si,25 a 34,Aprobado
L-2025-3578,F,Lomas de Zamora,22,"7,86",Ama de casa / tareas de cuidado,Sin escolaridad formal,Si,25 a 34,Aprobado
L-2025-3579,F,Avellaneda,36,"5,21",Monotributista / independiente,Secundario completo,Si,35 a 44,Desaprobado
L-2025-3580,F,La Matanza,34,"8,02",Monotributista / independiente,Primario completo,Si,45 a 54,Aprobado
L-2025-3581,M,Almirante Brown,34,"8,58",Empleado en relación de dependencia,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3582,M,Lomas de Zamora,34,"6,70",Empleado en relación de dependencia,Primario incompleto,Si,18 a 24,Aprobado
L-2025-3583,F,La Matanza,20,"8,59",Ama de casa / tareas de cuidado,Terciario en curso,No,45 a 54,Aprobado
L-2025-3584,M,La Plata,32,"6,08",No declara,Universitario incompleto,No,25 a 34,Aprobado
L-2025-3585,M,La Matanza,35,"8,17",Ama de casa / tareas de cuidado,Secundario completo,No,25 a 34,Aprobado
L-2025-3586,F,La Matanza,34,"7,62",Desempleado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3587,F,La Plata,33,"10,00",Desempleado,Terciario en curso,Si,25 a 34,Destacado
L-2025-3588,F,La Plata,34,"7,71",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3589,F,Mar del Plata,37,"7,03",Empleo informal,Primario incompleto,No,25 a 34,Aprobado
L-2025-3590,F,Avellaneda,33,"5,11",Ama de casa / tareas de cuidado,Secundario incompleto,Si,55 y más,Desaprobado
L-2025-3591,M,General San Martín,34,"4,12",Empleado en relación de dependencia,Secundario completo,Si,55 y más,Desaprobado
L-2025-3592,M,La Plata,33,"8,49",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-3593,F,Mar del Plata,35,"6,78",Desempleado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3594,F,Mar del Plata,37,"5,22",Empleo informal,Secundario completo,Si,55 y más,Desaprobado
L-2025-3595,F,La Matanza,35,"5,46",Desempleado,Secundario incompleto,Si,18 a 24,Desaprobado
L-2025-3596,F,La Matanza,21,"8,19",Empleado en relación de dependencia,Universitario incompleto,No,45 a 54,Aprobado
L-2025-3597,M,La Plata,33,"8,74",Empleado en relación de dependencia,Secundario completo,Si,45 a 54,Aprobado
L-2025-3598,M,Quilmes,35,"4,46",Empleo informal,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3599,F,La Matanza,33,"8,13",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3600,M,La Matanza,38,"8,75",Empleado en relación de dependencia,Secundario completo,No,25 a 34,Aprobado
L-2025-3601,M,La Matanza,38,"6,89",Empleado en relación de dependencia,Terciario completo,Si,18 a 24,Aprobado
L-2025-3602,F,La Plata,34,"5,51",Desempleado,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3603,M,Quilmes,34,"4,88",Empleo informal,Secundario completo,Si,18 a 24,Desaprobado
L-2025-3604,F,La Matanza,32,"8,46",Empleo informal,Secundario completo,Si,25 a 34,Aprobado
L-2025-3605,F,Merlo,15,"4,57",Empleado en relación de dependencia,Universitario completo,Si,55 y más,Desaprobado
L-2025-3606,M,Lomas de Zamora,35,"6,96",Ama de casa / tareas de cuidado,Primario incompleto,Si,18 a 24,Aprobado
L-2025-3607,F,La Matanza,37,"8,90",Empleo informal,Secundario completo,No,25 a 34,Aprobado
L-2025-3608,F,Lomas de Zamora,21,"8,24",Ama de casa / tareas de cuidado,Terciario completo,Si,25 a 34,Aprobado
L-2025-3609,M,La Matanza,37,"6,93",Monotributista / independiente,Secundario completo,Si,18 a 24,Aprobado
L-2025-3610,F,Lanús,36,"7,50",Empleo informal,Secundario completo,No,18 a 24,Aprobado
L-2025-3611,F,Mar del Plata,35,"6,63",Empleo informal,Secundario completo,No,45 a 54,Aprobado
L-2025-3612,F,Lomas de Zamora,34,"7,29",Ama de casa / tareas de cuidado,Secundario completo,Si,35 a 44,Aprobado
L-2025-3613,M,Mar del Plata,34,"4,79",Ama de casa / tareas de cuidado,Secundario incompleto,Si,35 a 44,Desaprobado
L-2025-3614,M,Avellaneda,33,"4,28",Monotributista / independiente,Secundario completo,Si,55 y más,Desaprobado
L-2025-3615,M,Mar del Plata,35,"5,60",Ama de casa / tareas de cuidado,Secundario completo,No,35 a 44,Desaprobado
L-2025-3616,F,Lomas de Zamora,34,"5,43",Empleo informal,Terciario en curso,Si,35 a 44,Desaprobado
L-2025-3617,M,Lomas de Zamora,33,"9,04",Desempleado,Primario completo,Si,25 a 34,Destacado
L-2025-3618,M,La Matanza,37,"7,36",Monotributista / independiente,Terciario en curso,Si,55 y más,Aprobado
L-2025-3619,M,Mar del Plata,37,"6,90",Empleo informal,Sin escolaridad formal,Si,35 a 44,Aprobado
L-2025-3620,M,Quilmes,38,"6,66",Empleado en relación de dependencia,Secundario incompleto,Si,35 a 44,Aprobado
L-2025-3621,F,General San Martín,36,"7,64",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3622,F,Almirante Brown,34,"6,87",Ama de casa / tareas de cuidado,Terciario completo,Si,55 y más,Aprobado
L-2025-3623,M,General San Martín,36,"8,39",Desempleado,Universitario incompleto,Si,25 a 34,Aprobado
L-2025-3624,F,Almirante Brown,33,"8,99",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3625,F,Quilmes,35,"4,40",Desempleado,Secundario incompleto,Si,45 a 54,Desaprobado
L-2025-3626,F,La Matanza,34,"7,67",Empleado en relación de dependencia,Secundario completo,Si,25 a 34,Aprobado
L-2025-3627,F,La Matanza,34,"8,24",Empleado en relación de dependencia,Universitario completo,Si,25 a 34,Aprobado
L-2025-3628,M,La Plata,34,"7,12",Monotributista / independiente,Secundario incompleto,Si,55 y más,Aprobado
L-2025-3629,M,Quilmes,35,"8,12",Monotributista / independiente,Secundario completo,Si,25 a 34,Aprobado
L-2025-3630,F,La Matanza,37,"4,43",Empleado en relación de dependencia,Sin escolaridad formal,Si,25 a 34,Destacado
L-2025-3631,M,Quilmes,34,"5,21",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-3632,F,Lomas de Zamora,38,"8,32",Desempleado,Primario completo,Si,45 a 54,Aprobado
L-2025-3633,M,Mar del Plata,31,"8,75",Monotributista / independiente,Secundario incompleto,Si,45 a 54,Aprobado
L-2025-3634,F,Merlo,37,"9,03",Empleo informal,Secundario incompleto,Si,25 a 34,Destacado
L-2025-3636,M,Mar del Plata,17,"8,26",Empleado en relación de dependencia,Terciario completo,No,25 a 34,Aprobado
L-2025-3637,M,La Plata,34,"9,33",Empleado en relación de dependencia,Secundario completo,No,45 a 54,Destacado
L-2025-3638,F,Lomas de Zamora,17,"5,38",Empleado en relación de dependencia,Primario completo,Si,25 a 34,Aprobado
L-2025-3639,F,Merlo,38,"8,96",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3640,M,La Plata,31,"7,83",Ama de casa / tareas de cuidado,Secundario incompleto,Si,25 a 34,Aprobado
L-2025-3641,M,La Matanza,18,"4,11",Ama de casa / tareas de cuidado,Secundario completo,Si,45 a 54,Destacado
L-2025-3642,M,La Plata,36,"6,31",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3643,F,Merlo,36,"6,80",Empleo informal,Secundario completo,Si,35 a 44,Aprobado
L-2025-3644,F,La Matanza,37,"9,14",Empleo informal,Universitario incompleto,Si,45 a 54,Destacado
L-2025-3645,F,Lanús,36,"10,00",No declara,Secundario incompleto,Si,45 a 54,Destacado
